Real estate info,Real Estate Size(M^2),Real estate location,Price per M^2(mill),Total Price(bill),location
Cực hiếm: chính chủ bán căn 80m2 tầng trung Full nội thất Berriver N04 thiết kế 3PN + 2WC,"80,4 ","Long Biên, Hà Nội","72,14 ",5.8,Long Biên
"Gia đình bán căn 60.2m2 thiết kế 2PN + 2WC View hồ sen, tầng cao full nội thất, giá 5,5 tỷ","60,2 ","Long Biên, Hà Nội","91,36 ",5.5,Long Biên
"Chính chủ bán căn hộ 101m2 Berriver Jardin, nhà mới full nội thất như ảnh, giá 7 tỷ bao phí",101,"Long Biên, Hà Nội","69,31 ",7,Long Biên
"Chính chủ bán gấp căn CC Hope, view nội khu đẹp, full nội thất: 72m2, giá 3,15 tỷ (có TL)",72,"Long Biên, Hà Nội","43,75 ",3.15,Long Biên
"Bán căn hộ Green Park Trần Thủ Độ 3PN sẵn sổ lâu dài giao dịch. Giá chỉ 5,5 tỷ. LH: 0961 995 ***",85,"Hoàng Mai, Hà Nội","64,71 ",5.5,Hoàng Mai
"Mình cần bán căn S402.3513 1PN + 43m2 full đồ, ban công đông bắc giá 2 tỷ 750 Lh: 0866 417 ***",43,"Nam Từ Liêm, Hà Nội","63,95 ",2.75,Nam Từ Liêm
"Bán căn hộ cao cấp tầng cao 129.9m2, 3 phòng ngủ tại Gold Tower 275 Nguyễn Trãi, Thanh Xuân","129,9 ","Thanh Xuân, Hà Nội","81,6 ",10.6,Thanh Xuân
"Bán căn hộ chung cư Rice City Sông Hồng Long Biên 69m2, 2 ngủ, giá 3tỷ3, LH: 0989 810 ***",69,"Long Biên, Hà Nội","47,83 ",3.3,Long Biên
"Cần chuyển nhượng căn hộ chung cư 2PN 69,2m2 Hanoi Homeland","69,2 ","Long Biên, Hà Nội","56,36 ",3.9,Long Biên
"Bán chung cư 2PN 1VS đô thị Việt Hưng, Long Biên","72,5 ","Long Biên, Hà Nội","42,07 ",3.05,Long Biên
"Bán quỹ căn ngoại giao 2 pn tầng 15,16,18 chung cư Handico Complex 33 Lê Văn Lương hỗ trợ vay 70%",70,"Thanh Xuân, Hà Nội",80,5.6,Thanh Xuân
"Cc cẩn nhượng gấp căn hoa hậu lô góc 3 ngủ, 128m2 sổ đỏ full nội thất, Sunshine Garden Dương Văn Bé","127,8 ","Hai Bà Trưng, Hà Nội","64,94 ",8.3,Hai Bà Trưng
"Bán gấp căn hộ 135m2 tại CT2 Văn Khê, 5,4 tỷ, 3PN, 2WC, đầy đủ nội thất",135,"Hà Đông, Hà Nội",40,5.4,Hà Đông
"Bán căn hộ tòa CT1A Hàm Nghi - Mỹ Đình - 142m2, 3 ngủ, 2WC, ban công - Ở luôn - Giá 55tr/m2",142,"Nam Từ Liêm, Hà Nội","57,75 ",8.2,Nam Từ Liêm
"Bán CC Vinaconex 7 Mỹ Đình, 55,5triệu/m2, 96m2, 3PN, 2WC, Q. Nam Từ Liêm, Hà Nội. LH 0963 180 ***",96,"Nam Từ Liêm, Hà Nội","55,5 ",5.33,Nam Từ Liêm
"Bán CHCC toà CT1 Gelexia Riverside 885 Tam Trinh - DT 78m2 2PN 2WC, view Time city cực đẹp",78,"Hoàng Mai, Hà Nội","56,41 ",4.4,Hoàng Mai
Bán CHCC T&T Riverview 440 Vĩnh Hưng DT 90m2 có 2PN 2WC view sông cực thoáng đẹp,90,"Hoàng Mai, Hà Nội","54,44 ",4.9,Hoàng Mai
"Chính chủ bán căn hộ penthouse Ngoại Giao Đoàn tòa N01T6, T7 lô góc 360m2",360,"Bắc Từ Liêm, Hà Nội",170,61.2,Bắc Từ Liêm
"Bán CC 360m2 tại N01 - T7 Ngoại Giao Đoàn, giá chỉ 170 triệu / m2, 6PN, 6WC",360,"Bắc Từ Liêm, Hà Nội",170,61.2,Bắc Từ Liêm
Bán căn hộ 2PN2VS diện tích 55m2 hướng Đông Nam phân khu Zurich cao cấp tại Ocean Park Gia Lâm,55,"Gia Lâm, Hà Nội","58,18 ",3.2,Gia Lâm
Bán căn hộ penthouse Ngoại Giao Đoàn tòa N01T7 lô góc 360m2 căn hộ thượng lưu 169 tr/m2 bao phí,360,"Bắc Từ Liêm, Hà Nội",170,61.2,Bắc Từ Liêm
"Chính chủ bán căn hộ penthouse Ngoại Giao Đoàn tòa N01T6, T7 lô góc 360m2",360,"Bắc Từ Liêm, Hà Nội",170,61.2,Bắc Từ Liêm
Quỹ căn 3N nội bộ chung cư The Matrix One - Lê Quang Đạo GĐ2 - giá từ 108tr/m2,110,"Nam Từ Liêm, Hà Nội",108,11.88,Nam Từ Liêm
Tôi chủ nhà bán căn 96m2 tại Booyoung Mỗ Lao đầy đủ nội thất có slot ô tô giá 5 tỷ thương lượng,96,"Hà Đông, Hà Nội","52,08 ",5,Hà Đông
"Bán căn hộ 1PN + 41.4m2 - 2,6 tỷ, full nội thất toà Sapphire KĐT Vinhomes Smart City","41,4 ","Nam Từ Liêm, Hà Nội","62,8 ",2.6,Nam Từ Liêm
Chính chủ bán căn 3PN - 81m2 - 5.3 tỷ The Sakura tầng 18 Vinhomes Smart City,81,"Nam Từ Liêm, Hà Nội","65,43 ",5.3,Nam Từ Liêm
Chính chủ bán căn Studio 28m2 full nội thất 2.2 tỷ toà căn hộ The Tonkin KĐT Vinhomes Smart City,28,"Nam Từ Liêm, Hà Nội","78,57 ",2.2,Nam Từ Liêm
"CC bán căn hộ 2PN + 64m2, 4.2 tỷ full nội thất toà Imperia Smart City",64,"Nam Từ Liêm, Hà Nội","65,62 ",4.2,Nam Từ Liêm
"Bán căn hộ CC Amber Minh Khai, 148m2, 4 ngủ, 3 wc, căn 2 thoáng, 12,5 tỷ",148,"Hai Bà Trưng, Hà Nội","84,46 ",12.5,Hai Bà Trưng
"Anh Dũng gửi bán căn góc chung cư Ecohome Phúc Lợi, Long Biên, 78m2 - 3 ngủ - 2VS giá 3tỷ750",78,"Long Biên, Hà Nội","48,08 ",3.75,Long Biên
"Bán CC Ecohome Phúc Lợi, 3,1 tỷ, 68m2, 2PN, 2WC, siêu hot ở Long Biên, Hà Nội",68,"Long Biên, Hà Nội","45,59 ",3.1,Long Biên
"Chính chủ bán căn hộ tầng 20, DT 68m2 tại Ecohome Phúc Lợi giá siêu hời chỉ 3tỷ05 VND",68,"Long Biên, Hà Nội","44,85 ",3.05,Long Biên
Bán nhanh căn hộ CC 46m2 full nội thất toà HH4 Linh Đàm Hoàng Mai Hà Nội,46,"Hoàng Mai, Hà Nội","45,22 ",2.08,Hoàng Mai
"Bán căn góc 2 ngủ 53,5m2 full nội thất chuẩn như ảnh, tầng trung 2,7 tỷ tại CT12B Kim Văn Kim Lũ","53,5 ","Hoàng Mai, Hà Nội","50,47 ",2.7,Hoàng Mai
"Bán căn duplex 330m2 chung cư KeangNam. Giá 31,5 tỷ. Full đồ. Liên hệ 0985 222 *** để xem nhà 24/7",330,"Nam Từ Liêm, Hà Nội","95,46 ",31.5,Nam Từ Liêm
"Bán gấp căn hộ 93m2 chung cư 789 Mỹ Đình. Giá 4,5 tỷ có thương lượng. Liên hệ 0985 222 ***",93,"Nam Từ Liêm, Hà Nội","48,39 ",4.5,Nam Từ Liêm
Em có suất ngoại giao căn hộ 23 Lê Văn Lương. Dự án Handico Complex 33 Lê Văn Lương. 2PN DT 70m2,70,"Thanh Xuân, Hà Nội",80,5.6,Thanh Xuân
"Căn hộ đẹp, nhiều tiện ích tại Ruby City 1, diện tích: 77m2, 3PN, 2 vs, giá: 3.5tỷ",77,"Long Biên, Hà Nội","45,46 ",3.5,Long Biên
"Chính chủ bán căn 1 ngủ 45m2 sổ đỏ tại CT8C Đại Thanh giá 1,9 tỷ full nội thất",45,"Thanh Trì, Hà Nội","42,22 ",1.9,Thanh Trì
"Cần bán căn 150m2 CC Splendora, nhà thô hoàn thiện 50%, còn ưu đãi CĐT, giá nhỉnh 7 tỷ",150,"Hoài Đức, Hà Nội","50,67 ",7.6,Hoài Đức
"DT: 68 m2 - chỉ 4.4 tỷ. Căn hộ 2 ngủ nằm trong khu Gelexia Tam Trinh, tiện ích ngập tràn",68,"Hoàng Mai, Hà Nội","64,71 ",4.4,Hoàng Mai
"Bán căn 3 phòng ngủ 93m2 giá tốt nhất tại Viha Nguyễn Tuân, quý 3/2025 nhận nhà","93,4 ","Thanh Xuân, Hà Nội","96,36 ",9,Thanh Xuân
Chung cư Đền Lừ II. DT: 51m2 - chỉ 3.35 tỷ nhà đẹp khách xách vali ở ngay - nhanh chân,51,"Hoàng Mai, Hà Nội","65,69 ",3.35,Hoàng Mai
"Bán nhanh! Căn 2PN1WC 54m2 full nội thất xịn để ở -tầng trung- giá 3,35 tỷ bao phí rẻ nhất hiện tại",54,"Nam Từ Liêm, Hà Nội","62,04 ",3.35,Nam Từ Liêm
"Chung cư CT1A Thành Phố Giao Lưu, view đẹp, full nội thất mới đẹp",76,"Bắc Từ Liêm, Hà Nội","55,92 ",4.25,Bắc Từ Liêm
"Chung cư OCT5A - KĐT Resco Cổ Nhuế, Phạm Văn Đồng, diện tích lớn, tiện ích ngập tràn",97,"Bắc Từ Liêm, Hà Nội","59,79 ",5.8,Bắc Từ Liêm
"Chung cư Tây Hồ River View, lô góc, 2 ban công, view đẹp, tầng đẹp",99,"Tây Hồ, Hà Nội","58,59 ",5.8,Tây Hồ
"Tập thể tầng 3 ô tô phố Khuất Duy Tiến - Thanh Xuân Bắc, 65m2x2 ngủ ở luôn 2 tỷ hơn",65,"Thanh Xuân, Hà Nội","45,38 ",2.95,Thanh Xuân
"Bán suất ngoại giao căn 2PN 72m2 Viha Leciva giá tốt nhất thị trường, quà tặng 500tr, pháp lý chuẩn",72,"Thanh Xuân, Hà Nội","95,83 ",6.9,Thanh Xuân
"Bán suất ngoại giao căn 3PN 106m2 view hồ đẹp nhất dự án Nelson, tặng chuyến du lịch HQ, MPDV 2 năm",106,"Ba Đình, Hà Nội","126,42 ",13.4,Ba Đình
"Bán CC Golden West, 5,1 tỷ, 96m2, 3PN, 2WC, giá cực tốt, có sẵn slot ô tô, LH 0977 858 ***",96,"Thanh Xuân, Hà Nội","53,12 ",5.1,Thanh Xuân
"Bán căn hộ Stellar 3PN ngủ 92m2 (hiếm) giá chỉ 6,2 tỷ giá tốt nhất thị trường, LH: 0977 858 ***",92,"Thanh Xuân, Hà Nội","67,39 ",6.2,Thanh Xuân
"Chuyên bán dự án Golden Land với quỹ căn hộ 3 phòng ngủ, duplex nhà đẹp giá cực kì ưu đãi",110,"Thanh Xuân, Hà Nội","59,09 ",6.5,Thanh Xuân
"(0979 691 *** bán gấp) chính chủ căn hộ 80m2 2pn 2vs. Full đồ, sổ đỏ, hỗ trợ ngân hàng FLC Star Tower",80,"Hà Đông, Hà Nội",50,4,Hà Đông
"Bán nhà tập thể Nam Đồng, Đống Đa, Hà Nội","42,3 ","Đống Đa, Hà Nội","78,01 ",3.3,Đống Đa
Bán nhanh căn hộ 2PN + 64m2 giá tốt nhất thị thường 4.3 tỷ nét LH 0909 934 ***,64,"Gia Lâm, Hà Nội","67,19 ",4.3,Gia Lâm
"Căn hộ Sun Square 98m2 - 3PN tầng đẹp, view thoáng, MP Lê Đức Thọ, giá 7.2tỷ",98,"Nam Từ Liêm, Hà Nội","73,47 ",7.2,Nam Từ Liêm
"Bán căn hộ hàng hiếm tại chung cư Ruby City CT3, 48m2 - 2 ngủ - 2vs giá 2ty150",48,"Long Biên, Hà Nội","44,79 ",2.15,Long Biên
"Chị Mai bán chung cư Ecohome Phúc Lợi Long Biên 68m2 có 2 ngủ full nội thất giá 3,1 tỷ",68,"Long Biên, Hà Nội","45,59 ",3.1,Long Biên
"Bán sàn văn phòng chung cư Five Star số 2 Kim Giang sổ lâu dài, giá tốt, gửi xe rẻ 0941 729 ***",439,"Thanh Xuân, Hà Nội",48,21.07,Thanh Xuân
"Tổng quỹ 20 căn chung cư 2PN-3PN Phúc Lợi, Long Biên. Sổ đỏ lâu dài. Giá: 2tỷ150tr","54,6 ","Long Biên, Hà Nội","43,04 ",2.35,Long Biên
"Cần bán chung cư Ruby City 3 Phúc Lợi, Long Biên 70m2, 3PN giá 3.2tỷ ( Sổ Đỏ đầy đủ)",70,"Long Biên, Hà Nội","45,71 ",3.2,Long Biên
"Bán chung cư Ruby CT3 Phúc Lợi - Long Biên - HN. 48m2 2PN, 2WC giá 2.2tỷ",48,"Long Biên, Hà Nội","44,79 ",2.15,Long Biên
Chính chủ bán căn 3PN - DT 116m2 - Full NT - Giá tốt - Tòa N04 Trần Duy Hưng! LH: 0961 846 ***,116,"Cầu Giấy, Hà Nội","90,52 ",10.5,Cầu Giấy
Chính chủ bán căn 2PN ban công ĐN tại HN Center Point - full NT - giá tốt - LH: 0961 846 ***,66,"Thanh Xuân, Hà Nội","84,85 ",5.6,Thanh Xuân
"Bán căn CC 249 Thụy Khuê, T10 lô góc 154m2 mong muốn 11.1 tỷ",154,"Tây Hồ, Hà Nội","72,08 ",11.1,Tây Hồ
"CHUNG CƯ MINI YÊN XÁ 45m 9.3 tỷ, cho thuê 50tr/tháng, 600tr/năm vị trí đẹp nhất khu vực",45,"Thanh Trì, Hà Nội","206,67 ",9.3,Thanh Trì
"Bán chung cư Định Công, Hoàng Mai 70m2, 2PN, 2 vệ sinh, nội thất 400 triệu, 4 tỷ 500 - 0968 224 ***",70,"Hoàng Mai, Hà Nội","64,29 ",4.5,Hoàng Mai
Chính chủ - cần bán căn hộ chung cư HTT 89 Phùng Hưng (không tiếp môi giới),"83,24 ","Hà Đông, Hà Nội","51,66 ",4.3,Hà Đông
Cần bán Lancaster Hà Nội 116m2 với thiết kế 3 phòng ngủ và 2 toilet giá 12 tỷ,116,"Ba Đình, Hà Nội","103,45 ",12,Ba Đình
Gia đình cần bán căn hộ góc 2PN 86m2 giá 6 tỷ dự án Bohemia Residence. LH 0907 871 ***,86,"Thanh Xuân, Hà Nội","69,77 ",6,Thanh Xuân
Căn hộ 178m2 3PN - 2WC Hà Đô Park View giá 11.6 tỷ,178,"Cầu Giấy, Hà Nội","67,42 ",12,Cầu Giấy
Quỹ hàng chuyển nhượng chung cư Royal City - Nguyễn Trãi (tháng 2/2025) căn vip diện tích to,250,"Thanh Xuân, Hà Nội",106,26.5,Thanh Xuân
"Chính chủ căn hộ Keangnam. 160m2, 4 phòng ngủ, 2 mặt thoáng, tầng trung, view đẹp. Giá thỏa thuận",160,"Nam Từ Liêm, Hà Nội","68,69 ",10.99,Nam Từ Liêm
"Siêu hiếm bán căn 2PN 89,8m2 tầng đẹp full nội thất cao cấp đang cho thuê 47tr/th đã có sổ hồng","89,8 ","Ba Đình, Hà Nội","133,63 ",12,Ba Đình
"Siêu hiếm căn góc 3PN 113,8m2 tầng đẹp full nội thất cao cấp đang cho thuê 70tr/th đã có sổ hồng","113,8 ","Ba Đình, Hà Nội","158,17 ",18,Ba Đình
"Penthouse Keangnam 350m2, 4 + 1 phòng ngủ, 3WC, view Mariot. Giá thỏa thuận tỷ. LH 0962 636 ***",350,"Nam Từ Liêm, Hà Nội","82,86 ",29,Nam Từ Liêm
"Bán CC Bắc Linh Đàm, 3,35 tỷ, 57m2, 2PN, 2WC, Tây cửa chính. Sổ đỏ chính chủ. Lh 0983 392 ***",57,"Hoàng Mai, Hà Nội","58,77 ",3.35,Hoàng Mai
"(BQL) gửi bán quỹ 20 căn hộ 2PN, tại chung cư cao cấp Hoàng Thành Pearl. Liên hệ 0962 636 ***",80,"Nam Từ Liêm, Hà Nội","72,38 ",5.79,Nam Từ Liêm
"Bán căn 3 ngủ 104m2 sổ đỏ tầng trung full nội thất cao cấp tại D Goldmark giá chỉ 6,8 tỷ (giá thật)",104,"Bắc Từ Liêm, Hà Nội","65,39 ",6.8,Bắc Từ Liêm
Duy nhất căn duplex thông tầng 338m2 có sân vườn view hồ Văn Quán cần bán gấp. Chi tiết phía dưới,338,"Hà Đông, Hà Nội","55,62 ",18.8,Hà Đông
"Bán căn penthouse Mulberry bàn giao thô siêu đẹp 390m2, căn thông tầng có sân vườn giá chỉ 16,x tỷ",390,"Hà Đông, Hà Nội","43,46 ",16.95,Hà Đông
"Tập thể tầng 5 nhà B2 Vĩnh Hồ, 20m ra mặt phố, view sân chơi, ô tô gần, nhà mới thoáng, 65m2/2.75tỷ",65,"Đống Đa, Hà Nội","42,31 ",2.75,Đống Đa
"Nhà mới tập thể Lương Ngọc Quyến, Hà Đông, giáp thanh xuân, 2thoáng, 3PN, 2vs, vị trí lộc 75m/2,3tỷ",75,"Hà Đông, Hà Nội","30,67 ",2.3,Hà Đông
"Tôi chính chủ bán gấp nhà tập thể tầng 2 số 204A ngõ 267 Khương Trung, gần phố, 3 thg 70m 2,56 tỷ",70,"Thanh Xuân, Hà Nội","36,57 ",2.56,Thanh Xuân
"Bán gấp căn hộ 282 Lĩnh Nam, 4,25 tỷ, 93 m2, 3PN, 2WC, pháp lý đầy đủ",93,"Hoàng Mai, Hà Nội","45,7 ",4.25,Hoàng Mai
"Bán căn hộ Momota Nguyễn Đức Cảnh, 4,35 tỷ VND, 86m2, giá ưu đãi hot",86,"Hoàng Mai, Hà Nội","50,58 ",4.35,Hoàng Mai
"Bán căn 2PN, 2VS 1 ban công Bắc, 57m2 tòa The Vesta, Phú Lãm",57,"Hà Đông, Hà Nội","40,35 ",2.3,Hà Đông
Chính chủ bán căn hộ 120m2 - Full NT - Bc ĐN - Giá tốt tòa Mulberry Lane - Giá tốt. LH: 0961 846 ***,120,"Hà Đông, Hà Nội","62,5 ",7.5,Hà Đông
"BQL tổng hợp quỹ căn mới nhất: 2PN và 3PN, 4PN giá tốt - Full NT và đủ slot ô tô! LH: 0961 846 ***",103,"Thanh Xuân, Hà Nội","64,08 ",6.6,Thanh Xuân
"Cần bán căn hộ chung cư Tân Tây Đô, diện tích 80m2 thiết kế 2 ngủ 2 vệ sinh giá nhỉnh 3 tỷ",80,"Đan Phượng, Hà Nội","38,75 ",3.1,Đan Phượng
Chính chủ bán căn 3PN - DT 138m2 - Full NT - Giá tốt - Toà Bohemia Residence! LH: 0961 846 ***,138,"Thanh Xuân, Hà Nội","65,22 ",9,Thanh Xuân
Chính chủ bán căn 3PN - Full NT xịn xò - toà Hei Tower số 1 Nguy Như - Giá tốt! LH: 0961 846 ***,130,"Thanh Xuân, Hà Nội","69,23 ",9,Thanh Xuân
Cần bán căn hộ chung cư Tân Tây Đô thiết kế 2 ngủ- 2 vệ sinh giá nhỉnh 3 tỷ LH 0944 974 ***,77,"Đan Phượng, Hà Nội","39,61 ",3.05,Đan Phượng
"BQL tổng hợp quỹ căn mới nhất: 2PN và 3PN, 4PN giá tốt - Full NT và đủ slot ô tô! LH: 0961 846 ***",64,"Thanh Xuân, Hà Nội","90,62 ",5.8,Thanh Xuân
"BQL tổng hợp quỹ căn mới nhất: 2PN và 3PN giá tốt, căn hộ đã sẵn sổ để giao dịch. LH: 0961 846 ***",101,"Thanh Xuân, Hà Nội","64,36 ",6.5,Thanh Xuân
"BQL tổng hợp quỹ căn mới nhất: 2PN và 3PN giá tốt, căn hộ đã sẵn sổ để giao dịch. LH: 0961 846 ***",66,"Thanh Xuân, Hà Nội","90,91 ",6,Thanh Xuân
Chính chủ bán căn 2PN ban công ĐN - Giá tốt - toà 90 Nguyễn Tuân! LH: 0961 846 ***,72,"Thanh Xuân, Hà Nội","76,39 ",5.5,Thanh Xuân
Tôi bán CH 128m2 3PN - Giá tốt - Full NT dự án Times Tower - HACC1 Complex Building! LH: 0961 846 ***,128,"Thanh Xuân, Hà Nội","66,41 ",8.5,Thanh Xuân
Chính chủ bán căn 3PN - Full NT - Giá tốt - Sẵn sổ - có Slot ôtô tòa 29T1 dự án N05! LH: 0961 846 ***,152,"Cầu Giấy, Hà Nội","69,08 ",10.5,Cầu Giấy
Chính chủ bán căn 3PN - có slot ô tô - Full NT. Giá tốt - tòa Handi Resco Lê Văn Lương - 0961 846 ***,97,"Thanh Xuân, Hà Nội","79,38 ",7.7,Thanh Xuân
"Bán CC 3PN2WC tại 88 Láng Hạ, giá 75tr/m rẻ vô địch , 172m2, view đẹp, có slot ô tô",172,"Đống Đa, Hà Nội","74,42 ",12.8,Đống Đa
"Bán căn hộ chung cư tại Nam Trung Yên, DT 96m2, 3pn, full đồ, giá chỉ 6.4tỷ, ở sướng",96,"Cầu Giấy, Hà Nội","66,67 ",6.4,Cầu Giấy
"Bán căn hộ 3PN tại The Zei Mỹ Đình, giá ưu đãi 9 tỷ, 104m2, đầy đủ nội thất",104,"Nam Từ Liêm, Hà Nội","86,54 ",9,Nam Từ Liêm
"Bán căn hộ duplex The Zei, DT 186m2, 4PN, 3WC, Nam Từ Liêm, Hà Nội, giá 18.5tỷ",186,"Nam Từ Liêm, Hà Nội","99,46 ",18.5,Nam Từ Liêm
"Bán căn hộ chung cư Phenikaa Hòa Lạc - tầng 6. Diện tích: 45,5m2, thiết kế hiện đại. Giá 1.4 tỷ","45,5 ","Thạch Thất, Hà Nội","30,77 ",1.4,Thạch Thất
"Chính chủ bán căn hộ 310 Minh Khai, 4,45 tỷ, 87m2, 3PN, 2PT",87,"Hai Bà Trưng, Hà Nội","51,15 ",4.45,Hai Bà Trưng
"Tập thể Đồng Xa, phố Doãn Kế Thiện, 55 m2, 2 phòng ngủ, full nội thất, sổ đỏ chuẩn, giá chỉ 2.25 tỷ",55,"Cầu Giấy, Hà Nội","40,91 ",2.25,Cầu Giấy
"Nhà tập thể Kim Liên 2 tầng 65 m2, ô tô đỗ chân cầu thang, 2 ngủ 2 wc, full nội thất, chỉ 3.4 tỷ",65,"Đống Đa, Hà Nội","52,31 ",3.4,Đống Đa
"Nhỉnh 4 tỷ, căn hộ tòa Hateco - Hoàng Mai, 90m2, 3 ngủ, tặng full nội thất - sổ chính chủ",90,"Hoàng Mai, Hà Nội",50,4.5,Hoàng Mai
"Bán căn 2N2VS S2.17, nhận nhà ở ngay, full nội thất, liền kề ĐH Vinuni, tân gia 8 chỉ vàng","54,5 ","Gia Lâm, Hà Nội","59,63 ",3.25,Gia Lâm
"8,3 tỷ căn hộ CC Time City đẳng cấp sống giữa thủ đô ngập tràn tiện ích sống và lãng mạn",91,"Hai Bà Trưng, Hà Nội","91,21 ",8.3,Hai Bà Trưng
"Bán căn 2 ngủ 2vs chỉ 4.38 tỷ, rẻ nhất dự án The Ninety Complex số 90 đường Láng",63,"Đống Đa, Hà Nội","69,52 ",4.38,Đống Đa
"Chính chủ cần bán chung cư 151, 2 phòng ngủ, 70m2, ban công mát, view đẹp, full nội thất, 3.75tỷ",70,"Hoàng Mai, Hà Nội","53,57 ",3.75,Hoàng Mai
"Bán căn hộ chung cư 250 Minh Khai, 2 phòng ngủ, ban công đông nam, sổ lâu dài, hơn 4 tỷ",75,"Hai Bà Trưng, Hà Nội",66,4.95,Hai Bà Trưng
"Bán căn hộ 3PN, 150m2, giá ưu đãi 7,3 tỷ tại Mailand Hanoi City, Hoài Đức, Hà Nội",150,"Hoài Đức, Hà Nội","48,67 ",7.3,Hoài Đức
Bán căn hộ 3PN - 85.5m2 view Hồ Tây - BC hướng Đông Bắc - Giá: 8.6 tỷ bao phí / LH: 0986 558 ***,"85,5 ","Tây Hồ, Hà Nội","100,58 ",8.6,Tây Hồ
Chủ nhà cần tiền cho con đi du học bán căn 3PN Melody có gói hỗ trợ 24th 0% full HĐMB 0909 199 ***,100,"Hoàng Mai, Hà Nội","61,54 ",6.15,Hoàng Mai
HDi Tây Hồ bán căn 2N - 73.2m2 view Hồ Starlake/ Full đồ/ Đã có sổ/ Giá: 7 Tỷ/ LH: 0986 558 ***,"73,2 ","Tây Hồ, Hà Nội","95,63 ",7,Tây Hồ
"Tôi chính chủ cần bán căn 1 ngủ Be11721 view Ga Mê Trô, bể bơi, tầng trung giá cực rẻ 092243288 tám",36,"Gia Lâm, Hà Nội",62,2.23,Gia Lâm
"Chính chủ cần bán căn STU, 36,8m2, 1PN, 1WC, tầng trung view quảng trường ga Metro giá gốc CĐT","36,8 ","Gia Lâm, Hà Nội","69,38 ",2.55,Gia Lâm
"Cực sốc bán gấp căn 2PN, 61.1m2 tại The Beverly - view bể bơi nước mặn chỉ 3.58tỷ, 0922 432 ***","61,1 ","Gia Lâm, Hà Nội","58,59 ",3.58,Gia Lâm
"Bán căn hộ góc view đẹp ban công Đông Nam diện tích 63.2m2, giá chỉ 3.550 tỷ đồng","63,2 ","Gia Lâm, Hà Nội","56,17 ",3.55,Gia Lâm
"Tôi chính chủ cần bán căn góc tầng đẹp ban công Đông Nam, view trường học , giá tốt",63,"Gia Lâm, Hà Nội",60,3.78,Gia Lâm
"Căn hộ chung cư KĐT Việt Hưng view công viên, tiện ích ngập tràn, 78m2, 3.56 tỷ",78,"Long Biên, Hà Nội","45,64 ",3.56,Long Biên
"BÁN CHUNG CƯ 2 NGỦ 2 WC 3,6 TỶ TẠI ĐƯỜNG LÁNG- ĐỐNG ĐA 0987,063.288",70,"Đống Đa, Hà Nội","51,43 ",3.6,Đống Đa
"0987.063,288 BÁN CHUNG CƯ 50M 2 NGỦ 1 WC A14 NAM TRUNG YÊN - CẦU GIẤY",50,"Cầu Giấy, Hà Nội",60,3,Cầu Giấy
Bán căn hộ 1 ngủ + 48m2 siêu rộng toà P3 Premium khu Pavilion khu duy nhất 2 hầm sẵn chỗ để oto,48,"Gia Lâm, Hà Nội","54,17 ",2.6,Gia Lâm
"Nhượng lại căn 77.65m2 Eco City VH 4.4 tỷ, full nội thất liền tường, đã có sổ hồng lâu dài","77,65 ","Long Biên, Hà Nội","56,66 ",4.4,Long Biên
Bán căn hộ 2 phòng ngủ lí tưởng hướng Đông Nam toà S209 tại trung tâm OCP1. Cạnh nhà để xe 5 tầng.,54,"Gia Lâm, Hà Nội","53,52 ",2.89,Gia Lâm
"Bán căn 2N2 toà P2 Pavilion-phân khu duy nhất 2 hầm để oto,view trực diện hồ điều hoà .Giá 3tỷ550",62,"Gia Lâm, Hà Nội","57,26 ",3.55,Gia Lâm
Bán căn 2PN góc view trực diện hồ Pavilion - Căn hộ đã setup full nội thất chỉnh chủ từng chi tiết!,"63,2 ","Gia Lâm, Hà Nội","60,92 ",3.85,Gia Lâm
"Studio rẻ nhất Pavilion, vào nhỉnh 1 tỷ nhận luôn căn hộ full đồ. Phân khu duy nhất 2 hầm để oto.","27,1 ","Gia Lâm, Hà Nội","66,42 ",1.8,Gia Lâm
"Bán căn 2N2 Sapphire 1. Căn full nội thất, thiết kế tiện nghi. View ga tàu điện tương lai","63,5 ","Gia Lâm, Hà Nội","49,61 ",3.15,Gia Lâm
Bán căn hộ The Zenpark OCP1. Căn góc 2 phòng ngủ 2 vệ sinh view đẹp nhất phân khu Zenpark. Sẵn sổ,69,"Gia Lâm, Hà Nội","67,39 ",4.65,Gia Lâm
"Bán Studio Pavilion tầng trung, sẵn hợp đồng thuê ra dòng tiền. Phân khu duy nhất OCP1 2 hầm để oto","27,1 ","Gia Lâm, Hà Nội","66,42 ",1.8,Gia Lâm
"Bán căn hộ chung cư 3PN, 2WC, 145m2 giá cực chất tại Indochina Plaza, Cầu Giấy, Hà Nội",145,"Cầu Giấy, Hà Nội","97,24 ",14.1,Cầu Giấy
"Căn hộ không dành cho số đông, 5PN tại The Manor, Mễ Trì, 190m2 giá đẹp như nhà",190,"Nam Từ Liêm, Hà Nội",77,14.63,Nam Từ Liêm
(Hot) Bán căn 2PN 2WC 85m toà CT3 KĐT Nam Cường Hoàng Quốc Việt sẵn sổ đỏ full đồ đẹp LH 0888 989 ***,85,"Bắc Từ Liêm, Hà Nội","61,76 ",5.25,Bắc Từ Liêm
